Title,Author,Subjects,First Publish Year,Edition Count,ISBN
At Ruby's,Vivian French,,2008.0,1.0,
Snow White and the Seven Samurai,Tom Holt,,1999.0,5.0,
Die externe Rechnungslegung der Kreditinstitute und Finanzdienstleistungsinstitute (Vahlens HandbÃ¼cher der Wirtschafts- und Sozialwissenschaften),Not Found,Not Found,,,
The Corrections: A Novel,Marilyn Herbert,,2006.0,1.0,
"CSI, Miami: Heat Wave",Max Allan Collins,,2004.0,1.0,
Tempting the Heiress,Barbara Pierce,,2004.0,3.0,
Mimosa Grove (Mira),Not Found,Not Found,,,
The Marriage Test,Madeline Harper,,1996.0,4.0,
The Dragon Lord's Daughters,Bertrice Small,,2004.0,3.0,
Getting What You Want,Patricia Fripp,,1982.0,3.0,
Perfect Switch,Lisa Plumley,,2004.0,2.0,
What Memories Remain,Cait London,,,1.0,
Again The Magic,Lisa Kleypas,,2004.0,4.0,
The Thin Pink Line (Red Dress Ink),Lauren Baratz-Logsted,,2004.0,1.0,
With Open Arms (Silhouette Single Title),Not Found,Not Found,,,
Blood Lure,Nevada Barr,,2001.0,8.0,
The Cube,James G. Nourse,,1981.0,2.0,
Nerd in Shining Armor,Vicki Lewis Thompson,,2003.0,1.0,
Any Small Goodness: A Novel of the Barrio,Not Found,Not Found,,,
The Toy Factory (Sammy and Brian Mystery),Ken Munro,,2000.0,1.0,
Homecoming: The Southern Family in Short Fiction,Not Found,Not Found,,,
Shopgirl : A Novella,Not Found,Not Found,,,
Medicine River,Thomas King,,1990.0,6.0,
Im CafÃ?Â© und auf der Strasse. Geschichten.,Not Found,Not Found,,,
Die Fehler des Kopisten: Botho Strauss,Not Found,Not Found,,,
Das Schimmern der FlÃ¼gel: Jugendmythen,Not Found,Not Found,,,
"Fursorgliche Belagerung (Fiction, Poetry and Drama)",Not Found,Not Found,,,
"Erinnerungen an Kreisau, 1930-1945",Freya von Moltke,,1997.0,2.0,
August der Starke: Bilder einer Zeit,Not Found,Not Found,,,
Nachtbuch fÃ¼r Astrid (Odeon),Not Found,Not Found,,,
Unstete Leute: Roman,Not Found,Not Found,,,
A Marriage Made in Heaven : Or Too Tired for an Affair,Erma Bombeck,,1993.0,6.0,
Die USA im RÃ¼ckspiegel: Aufzeichnungen eines Schweizer Amerika-Reisenden,Not Found,Not Found,,,
Der Matarese- Bund. Roman.,Robert Ludlum,,1983.0,1.0,
Die Akte Odessa. / Das vierte Protokoll.,Frederick Forsyth,,2000.0,1.0,
Stupid White Men. Eine Abrechnung mit dem Amerika unter George W. Bush,Not Found,Not Found,,,
Comprehensive School Health Education: Totally Awesome Strategies for Teaching Health,Not Found,Not Found,,,
An Anthropologist on Mars: Seven Paradoxical Tales,Not Found,Not Found,,,
"Inconspicuous Consumption:  An Obsessive Look at the Stuff We Take for Granted, from the Everyday to the Obscure",Not Found,Not Found,,,
The Tao of Physics,Fritjof Capra,,1975.0,35.0,
All in the family: A cultural history of family life,Not Found,Not Found,,,
Nobrow: The Culture of Marketing-The Marketing of Culture,Not Found,Not Found,,,
The Pursuit of Pleasure (Pursuit of Pleasure),Elizabeth Essex,,2010.0,3.0,
We want some too: Underground desire and the reinvention of mass culture,Not Found,Not Found,,,
Denial of Death,"Ernest Becker, Ernest Becker",,1973.0,21.0,
Woody Allen on Woody Allen: In Conversation With Stig Bjorkman,Not Found,Not Found,,,
The Melancholy Death of Oyster Boy : and Other Stories,Tim Burton,,1997.0,1.0,
"The World's Shortest Stories: Murder, Love, Horror, Suspense, All This and Much More in the Most Amazing Short Stories Ever Written, Each One Just 55 Words Long",Not Found,Not Found,,,
Scent of Dried Roses,Tim Lott,,1997.0,2.0,
Double Indemnity (Vintage Crime/Black Lizard),Not Found,Not Found,,,
The Maltese Falcon (Vintage Crime/Black Lizard),Not Found,Not Found,,,
An Underachiever's Diary,Benjamin Anastas,,1998.0,4.0,
Blindness (Harvest Book),José Saramago,,2000.0,1.0,
The Complete Fairy Tales of the Brothers Grimm,Brothers Grimm,,1999.0,2.0,
Generation X: Tales for an Accelerated Culture,Not Found,Not Found,,,
The Beach,"Nevil Shute, Gideon Haigh, G. C. Thornley, SparkNotes Staff, SparkNotes",,1957.0,121.0,
The Fuck Up,Arthur Nersesian,,1997.0,4.0,
Thumbsucker,Walter Kirn,,1999.0,3.0,
Range of Motion,"Elizabeth Berg, Elizabeth Berg",,1995.0,13.0,
"After Anne (Henke, Roxanne, Coming Home to Brewster, 1.)",Not Found,Not Found,,,
The Last to Know,Wendy Corsi Staub,,2006.0,2.0,
The Worst-Case Scenario Survival Handbook,Joshua Piven,,2002.0,9.0,
Who Was the Man in the Iron Mask?: And Other Historical Enigmas (Penguin Classic History S.),Not Found,Not Found,,,
Felinestein : Pampering the Genius in Your Cat,Not Found,Not Found,,,
Net Slaves: True Tales of Working the Web,Not Found,Not Found,,,
NEVERMORE,"James Patterson, Rebecca Soler",,2012.0,21.0,
The Keys of Egypt: The Race to Crack the Hieroglyph Code,Not Found,Not Found,,,
The Erotomaniac: The Secret Life of Henry Spencer Ashbee,Not Found,Not Found,,,
A Cabinet of Medical Curiosities,Jan Bondeson,,1997.0,3.0,
"Free Software, Free Society: Selected Essays of Richard M. Stallman",Unknown,,,1.0,
Essential XUL Programming,Vaughn Bullard,,2001.0,3.0,
"A Secret History : The Book Of Ash, #1 (Book of Ash)",Not Found,Not Found,,,
The Laughing Corpse (Anita Blake Vampire Hunter (Paperback)),Not Found,Not Found,,,
Exim: The Mail Transfer Agent,Unknown,,,1.0,
Introduction to Functional Programming (2nd Edition),Not Found,Not Found,,,
"The Reptile Room (A Series of Unfortunate Events, Book 2)",Not Found,Not Found,,,
The Things They Carried,Tim O'Brien,,1990.0,36.0,
Fantastic Archaeology: The Wild Side of North American Prehistory,Unknown,,,1.0,
Dr. Bowdler's Legacy: A History of Expurgated Books in England and America,Not Found,Not Found,,,
The Best American Science and Nature Writing 2002 (The Best American (TM)),Not Found,Not Found,,,
A Monstrous Regiment of Women,"Laurie R. King, Laurie R. King",,1995.0,16.0,
The Future of Ideas: The Fate of the Commons in a Connected World,Not Found,Not Found,,,
Cicero: The Life and Times of Rome's Greatest Politician,Not Found,Not Found,,,
Star Trek Memories,"William Shatner, Chris Kreski",,1993.0,5.0,
Mike Nelson's Death Rat! : A Novel,Not Found,Not Found,,,
Night Watch : A Long-Lost Adventure in Which Sherlock Holmes Meets Father Brown,Not Found,Not Found,,,
Sherlock Holmes and the Rune Stone Mystery: From the American Chronicles of John H. Watson M.D. (Sherlock Holmes),Not Found,Not Found,,,
Coraline,"Neil Gaiman, Neil Gaiman",,2002.0,82.0,
Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,,2007.0,1.0,
Nigger - The Strange Career of a Troublesome Word,Randall Kennedy,,2002.0,1.0,
"My 1,000 Americans: A Year-Long Journey through the Personals",Not Found,Not Found,,,
Best of Temp Slave,Jeff Kelly,,1997.0,1.0,
Bodies in Motion and at Rest: On Metaphor and Mortality,Not Found,Not Found,,,
None but a blockhead: On being a writer,Not Found,Not Found,,,
"The Napoleon of Crime : The Life and Times of Adam Worth, Master Thief",Not Found,Not Found,,,
A Mind of Its Own: A Cultural History of the Penis,Not Found,Not Found,,,
Great Moments in Sex,Cheryl Rilly,,1999.0,1.0,
Terminator 3: Rise of the Machines,David Hagberg,,2003.0,1.0,
Don Juan McQueen,Eugenia Price,,1974.0,7.0,
La Sombra Del Viento/The Shadow Of The Wind,Not Found,Not Found,,,
Croce e delizia (I Libri di Luciano De Crescenzo),Not Found,Not Found,,,
Western Civilizations,"Joshua Cole, Carol Symes",,2011.0,84.0,
Information Systems: A Management Perspective,Vazsonyi,,,1.0,
Pour en finir avec le travail,Xavier Patier,,1992.0,1.0,
Eloge de la fessÃ?Â©e,Not Found,Not Found,,,
Der MÃ?Â¶rder mit der Strumpfhose. Kommissar Schneider wird zum Elch.,Not Found,Not Found,,,
Long After Midnight,Ray Bradbury,,1920.0,22.0,
Stranger in a Strange Land (Remembering Tomorrow),Not Found,Not Found,,,
Listeners,"Adele Faber, Elaine Mazlish",,1980.0,14.0,
Salammbo (World Classics),Not Found,Not Found,,,
The Diaries of Adam and Eve,Mark Twain,,1953.0,42.0,
The Diaries of Adam and Eve (Literary Classics),Not Found,Not Found,,,
Fire on the Mountain,Anita Desai,,1977.0,10.0,
Alone in the Australian Outback,Gladys Taylor,,1984.0,1.0,
Box Socials,James Reaney,,1947.0,1.0,
Golf Hall of Shame-12 Copy Prepak,Not Found,Not Found,,,
User Unfriendly,Vivian Vande Velde,,1991.0,4.0,
Rl's Dream: A Novel,Not Found,Not Found,,,
Murder at the Mendel (Joanne Kilbourn Mysteries (Paperback)),Not Found,Not Found,,,
The Map That Changed the World : William Smith and the Birth of Modern Geology,S. Winchester,,,1.0,
Metamorphoses and Other Stories,Not Found,Not Found,,,
The Arabian Nights: More Marvels and Wonders of the Thousand and One Nights,Not Found,Not Found,,,
Arabian Nights: The Marvels and Wonders of the Thousand and One Nights,Not Found,Not Found,,,
"A Game of Thrones (A Song of Ice and Fire, Book 1)",Not Found,Not Found,,,
"A Clash of Kings (A Song of Fire and Ice, Book 2)",Not Found,Not Found,,,
"A Storm of Swords (A Song of Ice and Fire, Book 3)",Not Found,Not Found,,,
Skin,Scott Heim,,1995.0,11.0,
There's No Toilet Paper on the Road Less Traveled: The Best of Travel Humor and Misadventure (Travelers' Tales Guides),Not Found,Not Found,,,
Message des hommes vrais au monde mutant,"Marlo Morgan, Caroline Rivolier",,1999.0,1.0,
Privileged Information,Stephen White,,1992.0,4.0,
Till We Meet Again,Judith Krantz,,1988.0,12.0,
Sea Devil,Sara Craven,,1988.0,4.0,
Scents,Ngaio Marsh,,1960.0,29.0,
Disclosure,"Maria Monk, Hoyte Hoyte",,1800.0,105.0,
Firefox Down,Craig Thomas,,1983.0,18.0,
And Then There Were None : A Novel,Not Found,Not Found,,,
The Idiot Girls' Action Adventure Club,Laurie Notaro,,2001.0,3.0,
Answer As a Man,Taylor Caldwell,,1980.0,19.0,
ALL MY FRIENDS ARE GOING TO BE STRANGERS (Touchstone Book),Not Found,Not Found,,,
POSTCARDS,"James Patterson, Liza Marklund, Liza Marklund, Liza Marklund",,2008.0,24.0,
The First Time,Laurie John,,2000.0,3.0,
Plantation: A Lowcountry Tale,Not Found,Not Found,,,
God Is No Laughing Matter: Observations and Objections on the Spiritual Path,Unknown,,,1.0,
Living on the Borders: What the Church Can Learn from Ethnic Immigrant Cultures,Not Found,Not Found,,,
Pilgrim Souls : A Collection of Spiritual Autobiography,Not Found,Not Found,,,
All You Really Need to Know about Prayer You Can Learn from the Poor,Louise Perrotta,,1996.0,1.0,
The Red Hat Society(TM) : Fun and Friendship After Fifty,Not Found,Not Found,,,
Wild Man's Journey: Reflections on Male Spirituality,Richard Rohr,,,1.0,
The Autobiography of My Mother,Rosellen Brown,,1976.0,4.0,
The Half-a-Moon Inn,Paul Fleischman,,1980.0,9.0,
Under the Banner of Heaven : A Story of Violent Faith,Not Found,Not Found,,,
Criminals,P. S. Atchuthen Pillai,,2008.0,2.0,
My Sister's Bones,Cathi Hanauer,,1996.0,4.0,
My Sisters Keeper: Learning to Cope With a Sibling's Mental Illness,Not Found,Not Found,,,
Brick Lane : A Novel,Oliver Baum,,2014.0,1.0,
"The Art of Mending : A Novel (Berg, Elizabeth)",Not Found,Not Found,,,
Sister Noon,Karen Joy Fowler,,2001.0,5.0,
Grand Avenue,Joy Fielding,,2001.0,26.0,
Three Weeks with My Brother,"Nicholas Sparks, Micah Sparks",,2004.0,9.0,
Good Grief : A Novel,Not Found,Not Found,,,
Rapture,Nora Roberts,,1996.0,21.0,
Daddy's Girl,Mary Higgins Clark,,2002.0,16.0,
Irish Girls About Town : An Anthology of Short Stories,Not Found,Not Found,,,
The Book of Embraces,Eduardo Galeano,,1991.0,1.0,
A Safe Place to Die,Otto Schafer,,2024.0,3.0,
My Soul to Keep,Tananarive Due,,1997.0,4.0,
Go Ask Alice (Avon/Flare Book),Not Found,Not Found,,,
The Vital Illusion,Jean Baudrillard,,2000.0,1.0,
More Scary Stories To Tell In The Dark,"Alvin Schwartz, Alvin  Schwartz",,1605.0,23.0,
Smack,Melvin Burgess,,1998.0,6.0,
Conversations With God : An Uncommon Dialogue (Book 2),Not Found,Not Found,,,
Conversations with God : An Uncommon Dialogue (Book 1),Not Found,Not Found,,,
The Death of Vishnu: A Novel,Not Found,Not Found,,,
The End of the Pier,Martha Grimes,,1992.0,18.0,
Death in Holy Orders (Adam Dalgliesh Mysteries (Hardcover)),Not Found,Not Found,,,
The River Beyond the World,Janet Peery,,1996.0,3.0,
The Corrections,Jonathan Franzen,,2001.0,50.0,
The Kitchen Boy,"Alexander, Robert",,2003.0,3.0,
Finding Fish: A Memoir,Not Found,Not Found,,,
Brighten the Corner Where You Are,Fred Chappell,,1989.0,4.0,
Love in the Time of Cholera,Gabriel García Márquez,,,0.0,
When My Sister Was Cleopatra Moon,Frances Park,,2000.0,4.0,
Talk Before Sleep,Elizabeth Berg,,1997.0,10.0,
The Women on the Porch (Southern Classics Series),Not Found,Not Found,,,
Affliction,"Thomas Boston, Religious Tract Society (Great Britain), Jason Roth",,1770.0,61.0,
The Time Traveler's Wife (Today Show Book Club #15),Not Found,Not Found,,,
Little Altars Everywhere,Rebecca Wells,,1996.0,25.0,
"Heir to the Empire (Star Wars: The Thrawn Trilogy, Vol. 1)",Not Found,Not Found,,,
Creed for the Third Millennium,Colleen McCullough,,1985.0,13.0,
Murder Of Muriel Lake,Shannon OCork,,1990.0,1.0,
Heir to Betrayal,Larry Kirk,,2001.0,1.0,
The Amazing Adventures of Kavalier &amp; Clay: A Novel,Michael Chabon,,1957.0,36.0,
Scarfe Land,Gerald Scarfe,,1989.0,4.0,
The If... Files,Unknown,,1993.0,1.0,
Bell's Eye: A History of the Twentieth Century in Rude Words and Pictures,Not Found,Not Found,,,
Turn over a New Leaf: Green Cartoons for Care,Not Found,Not Found,,,
War and Peace,Лев Толстой,,1864.0,641.0,
"The True Confessions of Adrian Albert Mole, Margaret Hilda Roberts and Susan Lilian Townsend",Not Found,Not Found,,,
Dinosaur Roar!: Board Book,Paul Stickland,,1998.0,1.0,
Regime Unchanged,Milan Rai,,2003.0,1.0,
Rings of Saturn,W. G. Sebald,,1998.0,2.0,
The Jungle Book (Puffin Classics),Not Found,Not Found,,,
Desserts (Merehurst Cookery),Mandy Wagstaff,,1991.0,2.0,
The Continuum Concept: In Search of Happiness Lost (Classics in Human Development),Not Found,Not Found,,,
Great Apes,Will Self,,1997.0,2.0,
Travels With My Aunt (Twentieth Century Classics),Not Found,Not Found,,,
Mr Phillips,John Lanchester,,2000.0,5.0,
Lie Down With Lions,Ken Follett,,1985.0,44.0,
Art of Peace (Shambhala Pocket Classics),Not Found,Not Found,,,
The Legend of Bagger Vance,Steven Pressfield,,1995.0,12.0,
"Teenage Mutant Ninja Turtles: Lean, Green and on the Screen",Not Found,Not Found,,,
Birds of America,John James Audubon,,1827.0,83.0,
The Outside Man,Richard North Patterson,,1981.0,10.0,
Paper Money,Ken Follett,,1977.0,27.0,
Jailbird,Kurt Vonnegut,,1979.0,27.0,
The Scarlet Ruse,John D. MacDonald,,1973.0,9.0,
"Mostly Harmless (Hitchhiker's Trilogy, No 5)",Not Found,Not Found,,,
The Prayer of Jabez: Breaking Through to the Blessed Life,Bruce H. Wilkinson,,2000.0,1.0,
Out of the Dust (Apple Signature Edition),Not Found,Not Found,,,
Lambs of God,Lamb of God,,2009.0,3.0,
The Listmaker,Robin Klein,,1997.0,2.0,
The Name of the Rose,Unknown,,1985.0,1.0,
How to Visit a Museum,David Finn,,1985.0,1.0,
Homeschooling: The Teen Years : Your Complete Guide to Successfully Homeschooling the 13- To 18-Year Old (Prima Home Learning Library),Not Found,Not Found,,,
The Successful Homeschool Family Handbook,Raymond S. Moore,,1994.0,1.0,
"Dreamers, Discoverers and Dynamos : How to Help the Child Who Is Bright, Bored and Having Problems in School",Not Found,Not Found,,,
How Stella Got Her Groove Back,Not Found,Not Found,,,
Homeschoolers' Success Stories : 15 Adults and 12 Young People Share the Impact That Homeschooling Has Made on Their Lives,Not Found,Not Found,,,
The Pilot's Wife : A Novel,Unknown,,,1.0,
Reckless Abandon,Stuart Woods,,2001.0,4.0,
A Death in Vienna,Daniel Silva,,2004.0,3.0,
The First Law,Sir Edward Coke,,1628.0,72.0,
The English Assassin,Daniel Silva,,2002.0,3.0,
"River of Blue Fire (Otherland, Volume 2)",Not Found,Not Found,,,
Crocodile on the Sandbank,"Elizabeth Peters, Elizabeth Peters, Elizabeth Peters, Elizabeth Peters, Barbara Rosenblat",,1975.0,24.0,
"MONSTERS AND MAGICIANS (Stairway to Forever, Bk 2)",Not Found,Not Found,,,
Hard Sell,Piers Anthony,,1990.0,4.0,
The Great War: Walk in Hell,Harry Turtledove,,2000.0,4.0,
How Few Remain,Harry Turtledove,,1997.0,8.0,
Fatherland,Robert Harris,,1992.0,10.0,
"The Hands of Chaos : A Death Gate Novel, Volume 5 (Death Gate Cycle (Paperback))",Not Found,Not Found,,,
The Man Who Fell to Earth (Del Rey Impact),Not Found,Not Found,,,
Into the Labyrinth (Death Gate Cycle (Paperback)),Not Found,Not Found,,,
"Dragon Wing (The Death Gate Cycle, Book 1)",Not Found,Not Found,,,
Blade Runner,"K. W. Jeter, K. W. Jeter",,1995.0,12.0,
"In the Balance (Worldwar Series, Volume 1)",Not Found,Not Found,,,
"Tilting the Balance (Worldwar Series, Volume 2)","Harry Turtledove, Todd McLaren",,1994.0,29.0,
"Upsetting the Balance (Worldwar Series, Volume 3)",Harry Turtledove,,1996.0,5.0,
"Striking the Balance (Worldwar Series, Volume 4)",Harry Turtledove,,1996.0,5.0,
STAIRWAY TO FOREVE,Robert Adams,,1988.0,1.0,
BK DUN COW,Not Found,Not Found,,,
The Zap Gun,Philip K. Dick,,1974.0,15.0,
Rebekah (Women of Genesis),Not Found,Not Found,,,
Phthor,Piers Anthony,,1975.0,12.0,
The Guns of the South: A Novel of the Civil War,Not Found,Not Found,,,
A Town Like Alice,Nevil Shute,,1950.0,112.0,
Franklin Delano Roosevelt: Champion of Freedom,Not Found,Not Found,,,
The Island of Doctor Moreau (Everyman Paperback Classics),Not Found,Not Found,,,
The Sirens of Titan,Kurt Vonnegut,,1959.0,31.0,
Man in a High Castle,Book*Sense,,2015.0,1.0,
Bearing an Hourglass (Incarnations of Immortality (Paperback)),Not Found,Not Found,,,
On a Pale Horse,Piers Anthony,,1983.0,14.0,
Man Who Fell to Earth,Walter S. Tevis,,1963.0,30.0,
Firestarter,Stephen King,,1980.0,77.0,
Castle Roogna,Piers Anthony,,1979.0,16.0,
Night Shift/Children of Corn,Not Found,Not Found,,,
The Source of Magic,Piers Anthony,,1979.0,16.0,
The Ice Master : The Doomed 1913 Voyage of the Karluk,Jennifer Niven,,2001.0,1.0,
The Vendetta Defense,Lisa Scottoline,,2001.0,6.0,
Pandemonium,Lauren Oliver,,2012.0,1.0,
El Testamento,Manuel Guerra Gómez,,1969.0,2.0,
Downsize This! Random Threats from an Unarmed American,Not Found,Not Found,,,
A Brief History of Time : The Updated and Expanded Tenth Anniversary Edition,Not Found,Not Found,,,
The Penguin Book of Twentieth Century Speeches,Brian MacArthur,,1992.0,1.0,
Diablo #1: Legacy of Blood,George Sand,,1846.0,88.0,
Stupid White Men : ...And Other Sorry Excuses for the State of the Nation!,"Michael Moore, Arte Johnson",,2002.0,1.0,
The Commanding Heights : The Battle for the World Economy,Not Found,Not Found,,,
Inside-Outside Book of New York City,Roxie Munro,,1985.0,7.0,
Les Miserables (Enriched Classics),Not Found,Not Found,,,
Scales of Justice (Return of the Dragon Fanuilh),Daniel Hood,,1998.0,1.0,
Der Steppenwolf,Hermann Hesse,,1927.0,238.0,
Das Schwarze Auge 50. Gassengeschichten. FÃ?Â¼nfzigster Band aus der aventurischen Spielewelt.,Not Found,Not Found,,,
Wintermond. Unheimlicher Roman.,Not Found,Not Found,,,
FlÃ?Â¼stern in der Nacht.,Not Found,Not Found,,,
Die zweite Haut.,Sonja Rudorf,,2000.0,2.0,
Tick Tock,"James Patterson, Michael Ledwidge",,2010.0,22.0,
The Coming,"Willa Cather, Willa Cather",,1926.0,256.0,
The Chronoliths,Robert Charles Wilson,,2001.0,4.0,
A Second Chance at Eden,Peter F. Hamilton,,1998.0,15.0,
The Fist of God,Frederick Forsyth,,1994.0,5.0,
Lord/Hi Cliff Manor (Gothic Romances),Not Found,Not Found,,,
Gossip Times Three,Amy Goldman Koss,,2003.0,5.0,
Lord of the Isles (Lord of the Isles),David Drake,,1999.0,2.0,
"Jane and the Wandering Eye: Being the Third Jane Austen Mystery (Jane Austen Mystery/Stephanie Barron, 3)",Not Found,Not Found,,,
Hypnosis for Beginners: Reach New Levels of Awareness &amp; Achievement (Llewellyn's Beginners Series),Not Found,Not Found,,,
TWELFTH NIGHT,William Shakespeare,,1734.0,548.0,
Shamanism: Archaic techniques of ecstasy,Not Found,Not Found,,,
Day of the Triffids,"John Wyndham, Marcel Battin, Cover by Andy Bridge, Catalina Martinez Munoz",,1951.0,62.0,
Armadillo,Jan Brett,,1995.0,8.0,
The Trials of Rumpole,John Mortimer,,1940.0,2.0,
The Penguin Dictionary of Quotations,J. M. (John Michael) Cohen,,,1.0,
The Penguin Dictionary of Geology (Penguin Reference Books),Not Found,Not Found,,,
Dictionary of Geography (Reference Books),W.G. Moore,,1963.0,1.0,
"\""The Twilight of the Idols (Classics S.)",Not Found,Not Found,,,
"The Soddit : or, Cashing in Again (Gollancz SF S.)",Not Found,Not Found,,,
Sugar Busters! (Sugar Busters!),"H. Leighton Steward, Morrison Md Bethea, Sam Md Andrews, Luis Md Balart",,1999.0,2.0,
